SCRIPT_SECTION,DISTANCE_TIER,CHARACTER,MATCH_COUNT
194,2,HAN,5
195,2,HAN,9
409,0,FINN,144
224,0,REY,638
448,3,JESS,243
60,4,GENERAL HUX,26
60,4,LIEUTENANT MITAKA,51
236,1,HAN,9
272,5,FINN,104
433,5,HAN,291
293,1,REY,149
425,3,REY,48
190,0,REY,183
190,0,HAN,26
306,2,HAN,584
294,2,REY,166
109,0,REY,31
319,2,LEIA,260
319,2,POE,49
210,3,HAN,122
210,3,REY,7
26,1,REY,129
369,1,POE,48
370,1,POE,246
224,4,REY,783
46,3,FN-2187,165
41,4,FN-2187,8
42,3,FN-2187,82
42,3,POE,21
280,3,MAZ,365
68,3,POE,197
69,3,FINN,132
48,0,POE,89
49,2,POE,27
118,5,FINN,163
118,5,REY,134
224,2,REY,768
224,5,REY,585
25,5,REY,279
88,4,FINN,165
405,2,FINN,128
327,3,LEIA,181
251,0,HAN,43
294,3,HAN,24
104,2,FINN,237
368,2,SNAP,6
369,2,SNAP,31
142,0,REY,14
142,0,FINN,28
142,2,REY,48
86,5,FINN,218
87,5,FINN,245
159,5,FINN,164
256,3,MAZ,161
458,4,SNOKE,120
288,2,REY,397
113,3,REY,186
113,1,REY,127
434,2,KYLO REN,286
266,1,FINN,404
354,1,REY,345
41,4,POE,9
90,5,FINN,85
90,5,REY,40
91,5,REY,46
9,2,LOR SAN TEKKA,141
17,2,KYLO REN,300
272,3,FINN,189
272,1,FINN,378
247,3,BAZINE,23
247,3,KYLO REN,114
16,5,KYLO REN,482
179,0,BALA-TIK,389
226,0,FINN,210
86,3,REY,267
29,1,KYLO REN,265
226,5,FINN,424
31,4,KYLO REN,303
223,3,HAN,26
169,2,HAN,481
33,0,KYLO REN,207
33,0,GENERAL HUX,37
81,0,GENERAL HUX,257
199,0,GENERAL HUX,214
200,0,GENERAL HUX,179
356,0,SNOKE,440
252,4,HAN,340
236,5,REY,456
247,1,BAZINE,3
258,5,FINN,148
259,5,HAN,437
408,5,HAN,18
408,5,CAPTAIN PHASMA,113
10,2,POE,51
10,2,LOR SAN TEKKA,123
398,2,FINN,859
268,4,FINN,42
268,3,FINN,124
189,3,REY,74
144,4,HAN,9
145,4,HAN,14
145,4,REY,43
66,2,FINN,175
107,1,REY,200
107,1,FINN,92
108,1,FINN,48
255,3,MAZ,302
319,0,LEIA,129
319,0,POE,20
255,0,MAZ,264
161,1,HAN,19
162,1,HAN,24
299,1,HAN,3
299,1,POE,1
295,2,MAZ,86
295,3,MAZ,49
201,3,GENERAL HUX,177
68,0,POE,176
69,0,FINN,827
384,1,HAN,469
220,2,HAN,107
339,3,LEIA,33
339,3,HAN,26
237,4,HAN,89
238,4,HAN,82
345,2,KYLO REN,24
345,2,REY,38
290,5,REY,60
290,5,MAZ,27
408,0,HAN,9
408,0,CAPTAIN PHASMA,220
329,2,C-3PO,180
316,3,POE,460
237,2,HAN,129
238,2,HAN,49
95,1,FINN,75
380,0,FINN,414
380,0,HAN,119
432,0,HAN,72
433,0,HAN,80
213,5,REY,89
214,5,REY,13
214,5,HAN,21
34,4,KYLO REN,87
34,4,REY,150
186,4,REY,38
135,1,REY,241
135,5,REY,26
190,1,HAN,36
190,1,REY,65
191,1,REY,160
259,0,HAN,905
22,1,POE,99
118,3,FINN,88
266,2,REY,238
311,4,HAN,70
311,4,FINN,20
427,2,SNAP,8
427,2,JESS,20
428,3,JESS,12
71,1,POE,9
18,0,POE,122
19,0,POE,389
405,3,FINN,121
434,1,KYLO REN,326
329,4,C-3PO,120
171,3,BALA-TIK,13
171,3,REY,19
344,5,KYLO REN,73
345,5,KYLO REN,142
345,5,REY,84
425,3,FINN,493
288,0,GENERAL HUX,284
347,2,KYLO REN,67
59,1,FINN,274
386,3,LEIA,30
386,3,HAN,414
29,3,KYLO REN,386
142,4,FINN,139
304,4,KYLO REN,63
230,1,HAN,334
335,4,LEIA,98
336,4,LEIA,16
155,0,REY,478
210,4,HAN,98
318,5,LEIA,619
226,2,FINN,190
338,4,HAN,27
229,0,HAN,694
92,2,REY,410
314,3,FINN,491
193,1,HAN,346
334,3,HAN,345
445,4,FINN,23
419,1,FINN,182
398,5,FINN,334
144,5,FINN,6
144,5,REY,16
144,5,HAN,2
237,5,HAN,59
238,5,HAN,51
289,4,REY,234
315,3,FINN,49
458,2,SNOKE,129
458,2,REY,36
426,4,REY,821
168,0,HAN,36
324,4,C-3PO,13
168,1,HAN,39
362,1,TROOPER GUARD #2,205
363,1,TROOPER GUARD #2,297
403,4,CAPTAIN PHASMA,1
403,4,FINN,78
270,3,FINN,42
435,5,HAN,340
362,0,REY,213
362,0,TROOPER GUARD #2,197
363,0,TROOPER GUARD #2,298
388,0,HAN,107
294,5,REY,46
294,5,HAN,55
398,0,FINN,232
186,5,REY,106
186,5,FINN,41
355,2,SNOKE,12
360,1,KYLO REN,62
360,0,KYLO REN,300
361,1,KYLO REN,20
126,5,REY,481
34,2,KYLO REN,125
215,1,HAN,129
1,5,Intro Text,160
382,3,POE,35
229,2,HAN,1176
157,2,REY,318
65,1,FINN,564
92,1,REY,713
59,3,POE,100
59,3,FINN,329
2,2,Intro Text,42
347,3,KYLO REN,93
294,2,HAN,55
313,3,FINN,176
169,5,HAN,296
304,1,KYLO REN,60
304,0,KYLO REN,347
288,5,REY,16
289,5,REY,108
306,5,HAN,630
46,5,FN-2187,164
47,5,POE,301
435,5,KYLO REN,208
436,5,KYLO REN,160
454,1,KYLO REN,450
45,3,POE,200
353,1,REY,480
400,3,FINN,66
400,3,HAN,20
400,4,HAN,16
59,5,FINN,43
85,3,FINN,173
385,1,FINN,49
128,3,FINN,854
91,3,FINN,257
17,4,LOR SAN TEKKA,111
18,4,LOR SAN TEKKA,57
302,2,KYLO REN,35
229,4,HAN,498
386,5,HAN,435
181,3,BALA-TIK,7
181,3,HAN,43
260,3,MAZ,94
260,3,FINN,49
217,2,HAN,114
217,2,FINN,729
217,3,FINN,791
203,2,KYLO REN,41
204,2,KYLO REN,128
204,2,SNOKE,194
315,4,FINN,21
313,1,POE,112
34,2,REY,81
335,5,LEIA,383
362,3,REY,274
306,0,HAN,262
1,4,Intro Text,282
77,4,GENERAL HUX,6
400,1,HAN,461
169,4,HAN,481
6,3,LOR SAN TEKKA,117
95,2,FINN,85
381,1,FINN,328
210,4,REY,11
135,3,REY,210
440,3,KYLO REN,211
78,3,KYLO REN,35
78,3,GENERAL HUX,164
7,2,LOR SAN TEKKA,381
7,2,POE,56
22,0,CAPTAIN PHASMA,61
42,2,FN-2187,84
43,0,FN-2187,112
43,1,POE,374
44,3,FN-2187,238
158,0,FINN,276
67,1,POE,195
314,1,POE,70
314,2,POE,31
147,3,HAN,22
242,2,HAN,99
19,4,KYLO REN,143
138,0,REY,137
186,4,FINN,7
306,2,FINN,43
327,1,LEIA,203
301,1,KYLO REN,367
302,1,KYLO REN,400
217,3,HAN,190
175,4,BALA-TIK,98
175,4,HAN,88
44,2,POE,119
255,2,MAZ,361
6,1,LOR SAN TEKKA,141
384,2,HAN,191
381,4,HAN,21
32,1,POE,70
384,3,HAN,65
383,2,POE,37
32,2,KYLO REN,36
32,0,KYLO REN,11
15,1,LOR SAN TEKKA,67
88,3,FINN,183
88,1,FINN,137
17,3,KYLO REN,290
314,5,FINN,191
399,1,FINN,210
87,0,FINN,246
87,1,FINN,384
55,3,POE,223
316,4,FINN,25
261,0,FINN,643
262,0,FINN,463
424,4,REY,73
215,0,HAN,102
215,0,REY,23
215,3,REY,79
387,2,LEIA,82
408,2,CAPTAIN PHASMA,236
329,1,C-3PO,251
329,0,C-3PO,294
160,4,HAN,29
65,3,POE,146
396,4,FINN,46
397,4,FINN,32
397,4,HAN,84
261,4,FINN,401
262,4,FINN,276
231,3,HAN,325
427,1,REY,11
381,0,FINN,286
113,0,REY,50
114,2,FINN,1
86,3,FINN,53
313,5,FINN,32
249,2,KYLO REN,195
230,3,HAN,245
171,4,REY,28
381,2,HAN,30
205,3,SNOKE,15
388,1,LEIA,52
388,1,HAN,27
99,4,FINN,12
99,4,REY,24
11,0,POE,186
13,1,POE,510
15,2,LOR SAN TEKKA,49
18,1,LOR SAN TEKKA,195
19,0,KYLO REN,245
112,0,FINN,186
112,1,FINN,66
138,3,REY,141
324,2,C-3PO,114
333,3,HAN,115
333,3,LEIA,459
331,4,HAN,24
332,4,HAN,176
161,5,HAN,25
230,2,REY,17
231,2,REY,5
84,3,REY,17
84,3,FINN,31
155,5,REY,633
251,4,HAN,41
317,3,POE,112
118,4,FINN,388
157,1,REY,162
293,1,STORMTROOPER #4,30
43,5,POE,6
98,1,REY,51
172,4,BALA-TIK,44
172,4,HAN,73
71,4,FINN,36
381,2,FINN,442
185,2,REY,84
186,2,REY,87
267,0,FINN,87
45,3,FN-2187,15
418,2,FINN,38
45,0,POE,184
45,2,FN-2187,99
334,4,HAN,447
255,1,MAZ,300
38,4,UNKAR,59
38,4,REY,21
179,1,BALA-TIK,309
438,2,HAN,294
19,2,KYLO REN,185
19,2,POE,287
322,5,FINN,30
28,3,REY,83
245,3,HAN,93
245,3,MAZ,152
334,2,LEIA,199
220,5,HAN,12
426,3,FINN,206
8,3,POE,227
337,4,HAN,87
76,2,FINN,168
76,0,FINN,127
186,0,REY,21
424,2,FINN,240
381,4,FINN,395
55,1,POE,475
56,1,POE,213
340,5,LEIA,96
283,2,REY,17
222,2,HAN,291
226,3,FINN,182
395,5,KYLO REN,33
396,5,KYLO REN,5
92,3,REY,162
293,0,STORMTROOPER #4,44
293,2,STORMTROOPER #4,21
25,2,REY,44
26,2,REY,116
293,0,REY,106
225,2,FINN,520
376,5,ADMIRAL STATURA,42
374,2,HAN,8
375,2,HAN,278
208,3,HAN,111
52,3,POE,247
335,3,LEIA,206
335,1,LEIA,182
439,1,KYLO REN,23
406,3,CAPTAIN PHASMA,34
203,4,SNOKE,53
465,3,C-3PO,9
226,1,FINN,194
55,0,FN-2187,270
55,0,POE,203
54,3,POE,41
189,0,REY,39
186,3,REY,146
271,5,FINN,165
356,3,SNOKE,91
357,3,SNOKE,97
173,1,BALA-TIK,12
174,1,BALA-TIK,47
41,3,FN-2187,35
447,4,FINN,18
91,0,FINN,228
64,3,POE,354
60,1,LIEUTENANT MITAKA,52
61,1,LIEUTENANT MITAKA,9
61,0,LIEUTENANT MITAKA,115
61,2,GENERAL HUX,36
61,0,GENERAL HUX,39
62,0,GENERAL HUX,245
63,1,KYLO REN,21
375,1,HAN,119
395,4,KYLO REN,51
425,0,FINN,161
217,0,FINN,696
18,2,POE,31
18,1,POE,25
19,1,POE,217
15,3,KYLO REN,46
443,1,FINN,8
14,5,LOR SAN TEKKA,114
14,5,KYLO REN,191
188,0,HAN,80
108,2,REY,31
417,0,POE,319
248,3,KYLO REN,146
249,3,KYLO REN,146
158,2,FINN,27
306,1,HAN,448
91,0,REY,112
170,1,HAN,152
266,1,REY,651
229,0,REY,238
46,2,POE,17
46,2,FN-2187,188
386,2,LEIA,66
386,2,HAN,412
457,0,SNOKE,243
458,0,SNOKE,469
428,2,HAN,22
429,2,HAN,34
221,4,HAN,247
453,1,POE,3
453,1,NIV LEK,5
453,2,NIV LEK,49
385,5,HAN,26
385,5,FINN,50
180,5,BALA-TIK,8
360,4,KYLO REN,115
361,4,KYLO REN,49
303,0,KYLO REN,134
333,1,HAN,164
333,1,LEIA,217
320,2,POE,124
17,0,KYLO REN,388
200,4,GENERAL HUX,27
355,3,KYLO REN,233
45,2,POE,195
171,4,FINN,13
171,4,BALA-TIK,10
249,4,KYLO REN,95
19,1,KYLO REN,236
56,3,POE,112
56,3,FN-2187,74
134,4,REY,30
185,4,REY,28
35,3,REY,89
36,3,REY,72
407,4,FINN,88
355,5,KYLO REN,247
346,1,KYLO REN,45
290,0,REY,87
219,3,HAN,50
302,4,KYLO REN,138
323,2,LEIA,23
323,2,DR. KALONIA,29
297,4,FINN,1
297,4,STORMTROOPER,5
117,5,REY,781
44,4,FN-2187,208
44,4,POE,107
274,1,YOUNG GIRL,17
313,4,FINN,41
314,4,FINN,341
96,1,REY,75
96,2,REY,31
131,4,FINN,57
167,3,HAN,45
369,4,MAJOR EMATT,3
369,4,POE,7
224,2,FINN,107
224,0,FINN,37
225,0,FINN,225
63,0,KYLO REN,123
222,3,HAN,422
311,0,HAN,71
277,5,MAZ,178
103,2,FINN,39
103,1,FINN,114
104,1,FINN,310
306,4,HAN,360
73,1,GENERAL HUX,19
392,5,HAN,19
392,5,FINN,24
422,4,FINN,104
73,0,CAPTAIN PHASMA,32
73,2,GENERAL HUX,2
404,4,FINN,620
341,3,GENERAL STATURA,29
341,3,REY,36
341,3,KYLO REN,14
2,0,Intro Text,139
111,4,FINN,111
10,3,POE,45
10,3,LOR SAN TEKKA,124
267,1,FINN,161
340,3,LEIA,388
341,3,LEIA,42
217,0,HAN,69
362,5,REY,17
317,5,LEIA,268
7,4,POE,44
75,5,TECHNICIAN #1,126
75,5,GENERAL HUX,189
210,2,REY,3
422,5,FINN,59
445,3,FINN,22
445,3,KYLO REN,37
52,2,POE,214
53,2,POE,155
419,2,FINN,155
82,5,KYLO REN,95
404,5,FINN,500
56,4,FN-2187,149
419,3,FINN,417
111,3,FINN,260
58,3,POE,110
252,1,HAN,451
259,0,MAZ,352
260,0,MAZ,849
277,1,MAZ,74
277,0,MAZ,204
408,2,HAN,19
31,0,POE,28
260,0,FINN,33
307,0,C-3PO,93
308,0,C-3PO,43
29,4,REY,130
291,0,HAN,474
333,2,LEIA,306
311,3,FINN,21
445,1,KYLO REN,51
446,1,REY,24
265,3,FINN,38
265,3,HAN,16
316,2,FINN,286
89,5,FINN,38
89,5,REY,26
19,4,POE,147
172,3,BALA-TIK,23
172,3,HAN,142
186,2,FINN,11
252,2,MAZ,10
191,4,HAN,54
403,5,CAPTAIN PHASMA,8
403,5,FINN,58
327,5,C-3PO,65
327,1,C-3PO,61
328,1,HAN,264
378,1,MAJOR EMATT,4
378,1,POE,10
381,3,HAN,47
335,0,LEIA,158
323,5,LEIA,31
183,1,REY,58
184,1,FINN,86
184,2,FINN,13
245,4,HAN,129
245,4,MAZ,232
45,0,FN-2187,214
237,1,REY,56
304,0,FINN,34
325,1,LEIA,472
201,4,GENERAL HUX,736
202,4,SNOKE,190
128,5,FINN,150
417,1,POE,159
259,2,MAZ,67
245,2,HAN,33
245,2,MAZ,51
51,3,POE,32
51,1,POE,33
52,1,POE,160
326,0,LEIA,209
369,1,SNAP,40
284,1,GENERAL HUX,176
284,2,GENERAL HUX,53
288,4,REY,32
245,5,MAZ,714
283,5,GENERAL HUX,116
55,4,POE,336
56,4,POE,211
321,4,LEIA,49
321,4,FINN,87
42,1,FN-2187,59
169,0,HAN,307
70,1,POE,112
400,0,HAN,300
336,3,HAN,149
154,0,HAN,123
158,1,REY,234
158,1,FINN,72
149,0,REY,106
150,0,REY,104
150,2,REY,2
325,1,C-3PO,194
201,4,SNOKE,4
172,2,BALA-TIK,29
51,4,POE,39
307,3,C-3PO,17
308,3,C-3PO,15
428,1,JESS,7
418,1,FINN,49
129,0,FINN,48
252,5,HAN,138
92,0,REY,499
433,4,HAN,234
88,0,FINN,102
126,2,REY,259
159,1,HAN,239
252,1,FINN,13
253,1,FINN,5
29,1,REY,357
320,1,POE,92
318,0,LEIA,85
318,1,LEIA,48
318,0,FINN,15
319,0,FINN,68
320,0,POE,241
320,1,LEIA,28
320,0,LEIA,30
321,0,LEIA,69
321,0,FINN,59
323,0,LEIA,23
367,1,STARKILLER TECHNICIAN,4
367,1,POE,29
368,1,SNAP,19
368,0,SNAP,43
369,0,SNAP,109
369,1,MAJOR EMATT,18
369,2,MAJOR EMATT,29
369,0,POE,12
370,0,POE,52
371,0,ADMIRAL ACKBAR,106
371,1,ADMIRAL ACKBAR,57
373,1,LEIA,12
373,0,LEIA,54
374,0,HAN,69
375,0,HAN,199
375,2,LEIA,43
375,0,ADMIRAL STATURA,41
376,0,ADMIRAL STATURA,29
376,1,ADMIRAL STATURA,13
377,0,ADMIRAL STATURA,68
377,1,ADMIRAL STATURA,9
378,0,POE,52
379,0,ADMIRAL ACKBAR,50
379,1,ADMIRAL ACKBAR,3
379,1,HAN,14
382,0,HAN,283
382,0,POE,32
383,0,POE,95
411,2,ADMIRAL STATURA,6
411,0,REAR ADMIRAL GULCH,20
412,0,REAR ADMIRAL GULCH,30
412,3,POE,17
412,0,POE,73
412,1,POE,9
413,0,POE,43
413,1,POE,17
414,0,POE,43
414,1,POE,20
415,1,POE,26
418,0,POE,5
428,1,SNAP,6
340,1,LEIA,609
341,1,LEIA,48
449,1,YOLO ZIFF,3
449,0,YOLO ZIFF,99
450,0,YOLO ZIFF,14
450,1,ELLO ASTY,1
450,0,POE,18
451,0,POE,43
330,0,C-3PO,122
325,0,C-3PO,125
325,0,LEIA,165
239,1,REY,19
239,1,HAN,106
101,2,FINN,28
101,2,REY,10
316,2,POE,118
433,2,HAN,118
186,3,FINN,26
187,3,REY,4
187,3,HAN,2
305,5,FINN,28
306,5,FINN,32
247,0,BAZINE,4
249,1,MAZ,9
338,0,HAN,20
320,3,POE,42
247,4,BAZINE,18
247,4,KYLO REN,151
32,3,POE,45
257,4,FINN,46
55,3,FN-2187,180
81,1,KYLO REN,10
41,3,POE,47
200,2,GENERAL HUX,31
448,5,JESS,56
362,2,TROOPER GUARD #2,361
363,2,TROOPER GUARD #2,446
380,5,HAN,164
97,0,FINN,40
99,0,FINN,38
100,1,REY,4
101,1,REY,12
119,1,REY,1
126,0,REY,90
126,0,FINN,79
127,0,FINN,179
129,1,FINN,20
157,0,REY,175
130,0,FINN,19
132,3,REY,55
132,3,FINN,22
277,0,REY,128
136,0,FINN,1
137,0,FINN,50
137,1,FINN,52
137,2,FINN,14
138,0,FINN,128
139,1,REY,37
254,2,MAZ,114
141,0,REY,24
203,3,SNOKE,80
152,1,FINN,15
153,0,FINN,39
153,1,FINN,6
149,0,HAN,16
150,1,HAN,33
150,2,HAN,14
150,0,HAN,74
151,0,HAN,94
89,1,REY,182
160,0,FINN,41
161,2,HAN,28
162,2,HAN,7
165,1,HAN,60
37,4,UNKAR,17
168,0,FINN,30
166,0,HAN,50
181,0,REY,11
182,0,REY,65
182,0,FINN,12
183,0,FINN,2
183,3,REY,8
183,0,REY,56
185,0,REY,74
186,0,FINN,30
188,1,HAN,24
97,2,FINN,3
98,2,FINN,102
224,5,FINN,10
225,5,FINN,62
46,3,POE,39
322,2,LEIA,142
140,0,FINN,82
140,0,REY,8
141,3,REY,3
141,5,REY,9
94,5,REY,218
425,5,REY,11
344,4,REY,53
71,3,FINN,102
409,1,FINN,216
200,5,GENERAL HUX,55
463,2,POE,61
135,0,REY,775
265,0,REY,285
93,1,REY,60
14,0,KYLO REN,210
465,4,REY,137
95,3,REY,30
343,5,KYLO REN,76
256,1,MAZ,255
344,5,REY,27
243,2,HAN,237
269,2,FINN,160
104,5,FINN,100
104,5,REY,15
441,2,HAN,60
381,5,FINN,95
89,0,FINN,127
90,0,FINN,315
344,1,REY,107
341,5,LEIA,6
385,1,LEIA,39
222,4,HAN,78
315,2,FINN,32
142,2,FINN,85
256,5,MAZ,11
256,5,FINN,15
59,4,FINN,75
430,0,KAYDEL KO CONNIX,42
51,0,POE,82
52,0,POE,178
16,4,LOR SAN TEKKA,87
191,3,REY,51
336,1,HAN,260
405,0,FINN,284
245,5,HAN,248
363,2,REY,49
364,2,TROOPER GUARD #2,4
301,4,KYLO REN,12
414,4,GENERAL HUX,1
414,4,COLONEL DATOO,4
414,4,POE,1
140,2,REY,78
78,2,KYLO REN,35
78,2,GENERAL HUX,155
307,4,C-3PO,18
200,1,GENERAL HUX,80
218,4,HAN,12
219,4,HAN,42
235,5,HAN,225
216,2,HAN,25
216,1,HAN,74
333,4,LEIA,283
317,1,POE,218
205,4,KYLO REN,110
205,4,SNOKE,12
201,5,SNOKE,64
206,2,REY,34
206,3,HAN,5
19,3,POE,152
386,5,LEIA,43
180,2,BALA-TIK,96
325,4,LEIA,228
419,0,HAN,58
67,4,POE,47
315,2,POE,264
91,2,REY,68
330,2,C-3PO,68
202,2,KYLO REN,32
243,3,HAN,126
65,3,FINN,160
350,2,KYLO REN,124
106,1,REY,31
192,0,REY,109
253,4,FINN,19
253,4,REY,3
331,2,C-3PO,65
331,2,HAN,63
113,4,FINN,336
124,1,FINN,32
429,5,HAN,48
155,3,REY,453
2,1,Intro Text,69
294,0,REY,56
294,0,HAN,26
295,0,HAN,5
171,2,REY,37
446,5,KYLO REN,9
446,5,FINN,21
173,3,BALA-TIK,15
174,3,BALA-TIK,15
96,0,REY,253
72,1,FINN,102
44,3,POE,129
60,2,POE,21
232,0,HAN,66
232,2,REY,33
154,5,HAN,12
310,5,HAN,28
311,5,HAN,41
189,1,HAN,131
43,2,POE,168
85,0,FINN,75
382,1,LEIA,21
19,3,KYLO REN,132
8,5,POE,57
4,0,Intro Text,142
5,0,Intro Text,73
286,5,GENERAL HUX,18
287,5,GENERAL HUX,43
93,1,FINN,57
93,0,FINN,183
36,1,REY,49
376,4,ADMIRAL STATURA,30
254,5,MAZ,27
255,5,MAZ,58
251,2,HAN,81
287,4,GENERAL HUX,20
126,1,FINN,48
232,4,HAN,35
236,3,REY,690
183,3,HAN,178
292,3,MAZ,6
427,3,JESS,47
19,5,KYLO REN,54
19,5,POE,61
33,3,KYLO REN,61
202,2,SNOKE,222
12,4,POE,122
227,3,HAN,2
144,3,HAN,351
145,3,HAN,13
145,3,REY,25
70,0,POE,41
18,5,LOR SAN TEKKA,12
18,5,KYLO REN,29
263,1,MAZ,56
253,2,MAZ,57
158,2,REY,33
339,2,LEIA,17
339,2,HAN,7
359,5,GENERAL HUX,63
359,5,SNOKE,15
32,5,POE,74
86,0,FINN,27
402,3,HAN,80
278,0,MAZ,184
278,3,MAZ,22
47,2,POE,174
257,5,FINN,45
100,4,FINN,18
100,4,REY,6
113,5,FINN,155
76,1,FINN,44
186,1,FINN,11
186,1,REY,30
60,3,GENERAL HUX,6
60,3,LIEUTENANT MITAKA,6
176,2,HAN,70
280,5,MAZ,233
275,3,UNKAR PLUTT,3
275,3,REY,103
53,1,POE,175
56,0,POE,97
62,3,GENERAL HUX,37
405,3,CAPTAIN PHASMA,5
358,4,SNOKE,39
358,4,GENERAL HUX,6
215,4,HAN,41
99,1,REY,89
116,0,REY,35
155,2,REY,432
13,0,KYLO REN,74
295,3,FINN,23
370,3,POE,74
126,1,REY,439
56,2,POE,17
86,2,REY,123
86,1,REY,36
86,1,FINN,43
90,0,REY,33
97,1,FINN,12
156,1,HAN,20
156,1,REY,2
159,0,FINN,50
152,2,HAN,140
152,2,FINN,37
281,2,MAZ,162
360,5,KYLO REN,86
213,1,HAN,8
241,1,FINN,33
365,1,TROOPER GUARD #2,105
366,0,REY,65
366,1,TROOPER GUARD #2,67
429,0,HAN,50
429,1,HAN,32
167,0,FINN,2
279,2,MAZ,66
45,4,FN-2187,7
254,0,MAZ,240
132,2,FINN,27
133,2,FINN,12
133,2,REY,36
402,2,HAN,161
388,3,LEIA,8
388,3,HAN,10
465,2,C-3PO,42
179,2,BALA-TIK,222
190,3,REY,38
190,2,REY,113
248,4,KYLO REN,201
221,5,HAN,129
96,3,REY,17
111,0,FINN,44
111,2,FINN,240
215,3,HAN,121
381,1,HAN,30
10,0,POE,70
10,0,LOR SAN TEKKA,139
231,3,REY,21
196,5,BALA-TIK,77
336,3,LEIA,37
426,0,REY,169
213,1,REY,105
214,1,REY,10
242,3,HAN,67
297,3,FINN,2
297,3,STORMTROOPER,5
432,2,HAN,56
149,1,REY,25
281,4,MAZ,112
319,5,LEIA,42
319,5,POE,6
337,2,HAN,153
59,5,POE,77
379,3,POE,2
379,3,ADMIRAL ACKBAR,2
264,4,FINN,11
206,1,SNOKE,6
118,0,REY,101
205,1,KYLO REN,135
348,3,KYLO REN,274
278,5,MAZ,28
346,3,KYLO REN,61
256,4,MAZ,153
256,4,FINN,39
355,4,KYLO REN,334
383,3,POE,39
336,2,LEIA,21
313,3,POE,17
444,4,REY,5
444,4,ADMIRAL ACKBAR,3
41,0,POE,19
175,3,BALA-TIK,33
175,3,HAN,50
55,1,FN-2187,137
315,5,POE,57
116,5,FINN,18
116,5,REY,22
420,0,FINN,58
193,2,HAN,260
116,4,REY,18
106,2,REY,37
15,0,KYLO REN,149
115,4,FINN,18
115,4,REY,8
39,0,REY,18
83,0,REY,53
83,3,FINN,6
119,0,LIEUTENANT MITAKA,101
120,0,LIEUTENANT MITAKA,123
120,0,KYLO REN,27
120,1,LIEUTENANT MITAKA,6
121,0,LIEUTENANT MITAKA,131
122,0,LIEUTENANT MITAKA,101
122,2,KYLO REN,4
371,0,HAN,8
419,5,FINN,86
283,4,GENERAL HUX,130
166,1,HAN,60
46,1,POE,16
321,2,FINN,65
172,5,BALA-TIK,36
172,5,HAN,45
64,4,POE,262
328,5,HAN,91
384,0,HAN,117
352,5,KYLO REN,121
398,1,HAN,85
392,3,HAN,40
191,4,REY,46
168,1,REY,279
151,4,HAN,8
151,4,REY,52
359,0,SNOKE,127
360,0,SNOKE,335
149,4,REY,9
150,4,REY,5
309,4,C-3PO,99
279,4,MAZ,25
