SCRIPT_SECTION,DISTANCE_TIER,CHARACTER,MATCH_COUNT
459,2,POE,50
424,5,REY,36
439,5,KYLO REN,2
149,2,REY,24
263,4,MAZ,53
407,3,HAN,32
292,0,STORMTROOPER,1
207,3,HAN,25
33,1,KYLO REN,9
428,1,HAN,18
149,5,REY,21
167,3,FINN,5
239,3,HAN,71
285,3,GENERAL HUX,7
422,2,ADMIRAL ACKBAR,6
460,5,MEDIC,24
292,1,STORMTROOPER #4,2
292,0,STORMTROOPER #4,5
364,1,TROOPER GUARD #2,10
389,0,STORMTROOPER,14
389,1,STORMTROOPER,2
390,1,STORMTROOPER,10
391,0,KYLO REN,24
392,1,HAN,26
146,2,FINN,8
154,3,HAN,36
161,3,HAN,27
331,0,HAN,25
53,5,POE,30
54,5,POE,12
461,1,C-3PO,24
337,0,LEIA,7
92,2,FINN,4
374,1,HAN,38
275,0,REY,66
235,0,REY,83
13,4,POE,15
13,4,SENIOR TROOPER,3
266,4,MAZ,2
336,5,LEIA,6
123,2,REY,7
124,0,FINN,34
156,3,REY,1
156,2,HAN,17
156,2,REY,4
391,1,KYLO REN,11
399,2,HAN,1
33,3,GENERAL HUX,12
34,1,GENERAL HUX,20
328,4,LEIA,27
329,4,LEIA,6
464,1,C-3PO,47
452,4,POE,1
453,4,POE,5
406,2,CAPTAIN PHASMA,16
78,4,GENERAL HUX,32
301,2,KYLO REN,23
279,1,MAZ,41
274,3,YOUNG GIRL,4
274,3,UNKAR PLUTT,2
328,5,LEIA,41
329,5,LEIA,9
432,4,HAN,25
159,4,FINN,60
207,5,HAN,4
207,5,FINN,8
64,3,FINN,5
205,5,SNOKE,5
42,1,POE,5
414,0,COLONEL DATOO,8
369,5,MAJOR EMATT,39
369,5,POE,22
132,4,REY,21
445,0,REY,22
154,4,HAN,18
283,1,REY,12
360,5,SNOKE,4
392,4,HAN,12
331,5,C-3PO,67
368,1,BRANCE,4
34,5,GENERAL HUX,9
18,3,KYLO REN,31
448,4,JESS,56
447,5,KYLO REN,21
368,3,SNAP,11
465,4,C-3PO,5
136,3,FINN,7
98,5,FINN,12
43,4,POE,54
17,5,KYLO REN,30
48,5,POE,14
447,2,KYLO REN,13
160,0,HAN,23
416,1,POE,25
387,5,LEIA,43
43,2,FN-2187,24
170,4,HAN,18
350,5,KYLO REN,39
54,0,POE,33
54,0,FN-2187,12
54,2,FN-2187,8
119,1,LIEUTENANT MITAKA,9
253,4,MAZ,29
443,3,HAN,54
341,5,GENERAL STATURA,2
341,5,REY,4
82,4,KYLO REN,57
447,2,FINN,4
1,1,Intro Text,106
297,5,STORMTROOPER,13
422,0,ADMIRAL ACKBAR,4
276,4,MAZ,17
219,3,REY,2
320,2,LEIA,10
4,4,Intro Text,15
79,2,GENERAL HUX,2
396,1,FINN,30
445,3,REY,7
222,5,HAN,23
323,3,DR. KALONIA,27
163,0,FINN,48
287,3,GENERAL HUX,63
446,0,REY,4
276,5,REY,56
277,5,REY,17
110,4,FINN,85
376,1,FINN,3
377,1,FINN,2
80,3,KYLO REN,16
97,1,REY,5
97,0,REY,41
171,3,FINN,4
371,3,FINN,10
464,4,C-3PO,13
265,3,MAZ,3
266,3,MAZ,3
72,3,FINN,20
241,5,HAN,22
314,4,POE,20
181,4,HAN,35
89,4,REY,33
219,5,REY,9
405,5,FINN,26
18,5,POE,2
439,4,HAN,57
37,1,UNKAR,8
10,4,POE,22
10,4,LOR SAN TEKKA,28
409,1,CAPTAIN PHASMA,15
449,4,JESS,1
390,4,STORMTROOPER,1
390,4,KYLO REN,5
24,3,CAPTAIN PHASMA,6
24,3,UNKAR,19
80,2,KYLO REN,34
34,3,GENERAL HUX,33
33,4,GENERAL HUX,11
441,5,KYLO REN,109
20,5,POE,4
440,4,KYLO REN,18
112,4,FINN,30
57,4,POE,63
58,4,POE,22
163,5,REY,4
163,5,FINN,4
163,5,HAN,2
164,5,HAN,2
62,5,GENERAL HUX,6
413,5,YOLO ZIFF,9
413,5,POE,3
21,0,KYLO REN,5
129,4,FINN,22
196,1,BALA-TIK,14
100,5,REY,5
100,5,FINN,13
30,1,POE,9
146,2,REY,12
71,5,POE,3
72,5,FINN,2
75,2,TECHNICIAN #1,7
75,2,GENERAL HUX,13
329,5,C-3PO,32
61,3,GENERAL HUX,12
2,4,Intro Text,34
22,2,CAPTAIN PHASMA,6
321,5,FINN,13
179,5,BALA-TIK,30
179,5,TASU LEECH,1
445,5,KYLO REN,8
445,5,REY,10
394,2,OFFICER,12
44,5,POE,12
361,5,KYLO REN,8
361,5,SNOKE,15
86,5,REY,33
372,3,FINN,19
409,4,FINN,13
43,3,POE,52
396,5,FINN,39
397,5,FINN,3
119,0,FINN,30
238,3,FINN,92
184,5,BALA-TIK,8
184,5,FINN,10
411,2,REAR ADMIRAL GULCH,8
412,2,REAR ADMIRAL GULCH,2
361,4,SNOKE,15
362,4,SNOKE,6
245,0,HAN,11
66,3,POE,3
341,0,LEIA,12
134,3,FINN,2
134,3,REY,10
93,3,REY,2
178,3,HAN,18
451,2,POE,31
266,1,MAZ,23
122,3,KYLO REN,3
342,2,KYLO REN,46
278,4,MAZ,24
419,5,HAN,48
194,5,HAN,1
149,5,HAN,31
120,3,KYLO REN,2
110,2,REY,1
110,2,FINN,12
318,4,FINN,1
319,4,FINN,5
107,0,FINN,22
108,0,FINN,21
114,3,REY,12
350,3,KYLO REN,36
351,3,KYLO REN,31
249,0,MAZ,8
349,4,KYLO REN,7
142,3,REY,60
0,3,Intro Text,5
20,2,POE,2
251,2,MAZ,26
36,2,REY,55
92,0,FINN,27
97,2,REY,14
99,3,FINN,17
275,4,MAZ,3
132,4,FINN,3
133,4,FINN,7
133,4,REY,8
303,2,KYLO REN,21
374,3,C-3PO,5
148,5,HAN,10
148,5,FINN,5
188,2,HAN,5
331,5,HAN,5
311,3,HAN,30
303,4,KYLO REN,9
338,5,HAN,1
9,1,POE,7
79,0,GENERAL HUX,26
67,3,FINN,5
67,3,POE,22
67,4,FINN,1
232,1,HAN,16
49,4,FN-2187,3
251,4,MAZ,10
252,4,MAZ,4
53,0,POE,61
83,2,REY,9
83,4,FINN,1
93,0,REY,18
100,1,FINN,5
101,3,REY,13
101,3,FINN,3
102,3,FINN,8
102,3,REY,2
115,1,REY,11
115,1,FINN,10
134,0,REY,17
136,0,REY,29
136,2,FINN,13
136,1,FINN,3
141,1,REY,4
143,1,FINN,4
143,0,FINN,27
144,0,FINN,2
145,0,REY,18
146,0,REY,25
146,1,HAN,5
147,3,REY,1
152,0,REY,4
154,0,REY,2
168,1,FINN,13
175,1,BALA-TIK,13
179,0,TASU LEECH,12
180,0,TASU LEECH,7
181,0,BALA-TIK,6
209,1,FINN,7
209,3,FINN,1
214,0,HAN,9
244,1,HAN,1
253,1,REY,3
290,0,MAZ,18
292,1,MAZ,1
301,0,FINN,6
306,0,FINN,14
322,0,FINN,10
367,0,POE,31
368,0,POE,2
368,3,BRANCE,2
379,0,HAN,4
366,0,TROOPER GUARD #2,35
366,1,KYLO REN,4
392,2,HAN,18
391,2,HAN,1
407,0,HAN,14
459,0,SNAP,1
452,4,JESS,4
452,4,ELLO ASTY,8
161,5,FINN,94
160,5,HAN,28
165,3,HAN,21
166,3,HAN,21
341,4,REY,36
341,4,KYLO REN,13
447,4,KYLO REN,10
357,4,SNOKE,38
24,1,UNKAR,7
38,1,REY,17
92,3,FINN,4
295,4,FINN,15
295,4,MAZ,17
181,5,HAN,12
192,5,REY,90
400,4,FINN,5
236,2,HAN,16
84,5,FINN,7
161,2,FINN,44
310,4,HAN,46
239,2,REY,9
239,2,HAN,63
291,1,HAN,59
326,4,HAN,6
81,4,GENERAL HUX,7
75,1,TECHNICIAN #1,1
341,4,GENERAL STATURA,12
358,3,SNOKE,43
110,3,FINN,12
78,5,GENERAL HUX,5
78,5,KYLO REN,6
79,5,KYLO REN,8
390,0,STORMTROOPER,4
456,2,GENERAL HUX,3
457,2,GENERAL HUX,12
3,4,Intro Text,14
93,3,FINN,12
198,1,SNOKE,33
443,0,HAN,32
138,5,FINN,5
139,5,FINN,1
451,5,POE,12
296,3,HAN,69
56,5,POE,6
56,5,FN-2187,7
387,5,HAN,49
201,1,SNOKE,3
21,3,CAPTAIN PHASMA,3
21,3,KYLO REN,4
451,3,POE,4
452,3,POE,8
358,2,SNOKE,20
246,3,BAZINE,9
346,5,KYLO REN,40
173,5,BALA-TIK,9
174,5,BALA-TIK,28
428,4,HAN,7
429,4,HAN,12
55,5,FN-2187,21
457,1,SNOKE,12
185,5,REY,14
192,5,HAN,4
72,2,FINN,9
72,2,CAPTAIN PHASMA,2
430,1,KAYDEL KO CONNIX,24
396,3,KYLO REN,12
396,2,KYLO REN,22
189,2,REY,2
234,1,REY,15
275,1,MAZ,2
403,2,FINN,39
283,3,GENERAL HUX,40
260,5,MAZ,6
61,4,GENERAL HUX,14
62,4,GENERAL HUX,4
362,3,SNOKE,4
279,5,MAZ,29
182,1,REY,6
397,1,FINN,19
166,1,REY,1
67,1,FINN,4
461,3,C-3PO,10
142,3,FINN,101
190,3,HAN,13
125,4,REY,13
33,5,KYLO REN,6
322,4,FINN,7
410,3,HAN,2
410,3,FINN,4
69,5,FINN,3
425,4,REY,30
446,4,KYLO REN,8
446,4,FINN,5
157,2,HAN,1
54,3,FN-2187,13
170,3,BALA-TIK,24
378,2,MAJOR EMATT,1
342,3,REY,4
201,3,SNOKE,1
293,5,STORMTROOPER #4,2
210,0,REY,4
173,1,REY,1
173,4,REY,6
5,1,Intro Text,7
450,2,YOLO ZIFF,1
60,5,GENERAL HUX,12
113,5,REY,23
150,4,HAN,6
235,4,REY,9
359,3,GENERAL HUX,5
359,3,SNOKE,2
184,3,BALA-TIK,4
184,3,FINN,4
214,2,HAN,16
246,2,BAZINE,9
448,2,FINN,8
448,2,NIV LEK,3
92,5,REY,3
213,5,HAN,2
216,5,HAN,9
428,3,HAN,6
49,5,POE,2
199,3,GENERAL HUX,39
185,2,FINN,6
202,0,KYLO REN,2
145,1,REY,25
34,2,GENERAL HUX,11
61,1,GENERAL HUX,12
129,3,FINN,24
194,3,HAN,5
195,3,HAN,38
39,2,UNKAR,6
337,4,LEIA,9
404,2,HAN,2
316,0,FINN,8
233,2,HAN,20
241,3,FINN,2
111,5,FINN,7
378,4,POE,9
121,3,LIEUTENANT MITAKA,8
122,4,LIEUTENANT MITAKA,23
38,3,REY,30
314,3,POE,20
359,2,GENERAL HUX,11
191,5,REY,7
326,0,HAN,5
339,5,HAN,4
164,4,FINN,7
465,1,C-3PO,11
251,5,MAZ,6
252,5,MAZ,12
178,4,HAN,2
73,4,GENERAL HUX,2
73,4,CAPTAIN PHASMA,4
455,1,COLONEL DATOO,43
444,1,ADMIRAL ACKBAR,7
21,4,CAPTAIN PHASMA,2
21,4,KYLO REN,4
356,5,SNOKE,12
357,5,SNOKE,18
354,4,REY,32
315,1,FINN,1
62,2,GENERAL HUX,27
83,0,FINN,6
409,3,HAN,3
294,1,HAN,39
441,4,HAN,24
76,3,GENERAL HUX,1
163,3,FINN,18
444,1,REY,24
130,5,FINN,12
375,1,ADMIRAL STATURA,1
304,5,FINN,10
313,4,POE,10
22,5,CAPTAIN PHASMA,5
22,5,FN-2187,7
173,1,FINN,1
203,5,KYLO REN,3
233,1,HAN,9
122,5,KYLO REN,3
454,4,KYLO REN,10
385,5,LEIA,15
371,5,HAN,4
371,5,ADMIRAL ACKBAR,15
317,5,POE,13
122,5,REY,2
123,5,REY,3
391,1,FINN,24
185,1,FINN,16
384,4,HAN,66
20,0,STORMTROOPER #1,1
20,0,KYLO REN,4
274,2,YOUNG GIRL,40
80,4,KYLO REN,18
15,4,KYLO REN,49
424,4,HAN,3
95,4,FINN,31
95,4,REY,5
456,1,GENERAL HUX,6
253,3,FINN,22
365,3,TROOPER GUARD #2,22
366,3,REY,12
108,4,REY,6
339,4,HAN,32
370,1,HAN,4
164,5,FINN,18
227,5,HAN,5
320,4,POE,31
320,4,LEIA,7
299,2,HAN,10
299,2,POE,2
64,4,FINN,2
427,4,HAN,2
192,2,REY,12
246,5,GA-97,2
246,5,BAZINE,4
192,1,HAN,1
358,1,SNOKE,8
168,4,REY,19
163,4,FINN,6
104,0,REY,8
320,5,POE,24
164,1,FINN,5
276,5,MAZ,3
105,5,FINN,6
152,3,HAN,10
152,3,FINN,2
308,4,C-3PO,6
303,1,KYLO REN,11
227,2,HAN,1
78,4,KYLO REN,13
138,4,REY,15
81,4,KYLO REN,12
121,2,LIEUTENANT MITAKA,36
177,1,TASU LEECH,14
168,5,REY,15
452,2,POE,13
452,2,LT. BASTIAN,7
450,3,LT. BASTIAN,19
450,3,ELLO ASTY,3
24,4,CAPTAIN PHASMA,3
24,4,UNKAR,3
73,2,CAPTAIN PHASMA,2
73,1,TECHNICIAN #1,2
237,0,REY,50
418,4,FINN,6
188,4,HAN,6
146,1,REY,9
146,1,FINN,7
41,5,FN-2187,2
42,5,FN-2187,9
107,2,FINN,4
311,1,POE,6
234,3,REY,1
122,4,KYLO REN,1
52,0,FN-2187,5
466,3,LEIA,10
39,0,UNKAR,15
236,4,HAN,3
321,3,LEIA,45
150,3,HAN,6
39,2,REY,8
24,5,CAPTAIN PHASMA,2
24,5,UNKAR,10
134,1,FINN,8
60,1,GENERAL HUX,14
42,5,POE,19
190,5,REY,10
190,5,HAN,3
202,4,KYLO REN,5
168,4,HAN,6
54,2,POE,4
108,0,REY,36
368,5,SNAP,3
369,5,SNAP,10
162,4,HAN,15
66,5,FINN,32
423,3,HAN,9
459,3,POE,2
420,5,FINN,9
66,0,POE,2
109,2,FINN,5
447,5,FINN,4
99,0,REY,20
206,3,REY,20
174,2,HAN,1
174,1,HAN,1
152,0,HAN,9
429,3,HAN,4
455,2,COLONEL DATOO,6
18,3,POE,3
101,4,FINN,1
102,4,FINN,4
102,4,REY,1
275,5,MAZ,5
260,5,FINN,5
311,0,POE,2
431,3,C-3PO,1
401,1,FIRST ORDER OFFICER,1
436,3,HAN,1
158,4,FINN,36
234,2,REY,15
173,4,HAN,4
33,2,GENERAL HUX,2
122,1,LIEUTENANT MITAKA,5
434,5,KYLO REN,12
409,5,CAPTAIN PHASMA,1
233,4,HAN,12
322,1,FINN,4
61,4,LIEUTENANT MITAKA,7
295,3,HAN,2
437,1,HAN,24
292,2,MAZ,6
199,2,GENERAL HUX,7
219,1,REY,4
34,5,KYLO REN,9
189,5,REY,1
304,4,FINN,8
68,1,FINN,3
242,1,FINN,2
209,5,FINN,1
401,3,HAN,4
319,2,FINN,15
166,2,REY,8
457,4,GENERAL HUX,13
112,2,FINN,28
151,3,REY,16
152,3,REY,3
23,0,FN-2187,13
54,4,FN-2187,10
337,3,LEIA,7
26,4,REY,17
52,5,FN-2187,3
234,5,HAN,12
98,5,REY,2
314,5,POE,5
60,0,GENERAL HUX,2
48,1,POE,2
282,0,MAZ,15
291,3,MAZ,27
402,0,HAN,19
427,0,HAN,6
364,3,TROOPER GUARD #2,1
71,3,POE,1
23,2,CAPTAIN PHASMA,8
42,0,POE,6
50,0,POE,12
265,1,MAZ,24
321,5,LEIA,13
202,3,KYLO REN,9
38,1,UNKAR,38
244,4,HAN,4
244,4,MAZ,12
351,2,REY,5
457,5,GENERAL HUX,6
83,3,REY,1
106,5,REY,2
106,5,FINN,5
372,2,FINN,12
95,5,FINN,15
96,5,REY,4
95,5,REY,7
329,3,LEIA,4
355,0,REY,2
375,0,LEIA,6
68,2,FINN,2
336,0,LEIA,16
48,2,POE,7
69,0,POE,12
407,2,HAN,24
213,2,HAN,2
443,3,FINN,3
444,3,REY,12
444,3,ADMIRAL ACKBAR,3
207,4,HAN,14
244,5,MAZ,2
244,5,HAN,4
13,2,SENIOR TROOPER,6
13,0,SENIOR TROOPER,1
18,0,KYLO REN,12
390,5,KYLO REN,8
391,5,KYLO REN,3
423,2,ADMIRAL ACKBAR,1
423,2,OFFICER,5
423,3,OFFICER,1
99,3,REY,22
463,5,LEIA,2
463,5,POE,4
378,5,MAJOR EMATT,3
378,5,POE,4
393,5,HAN,9
394,5,HAN,5
99,5,FINN,3
99,5,REY,9
159,1,FINN,16
425,5,FINN,20
329,0,LEIA,1
109,1,FINN,1
404,0,HAN,12
339,4,LEIA,14
455,5,KYLO REN,16
355,0,SNOKE,2
266,5,REY,29
210,1,REY,3
189,4,REY,2
81,3,GENERAL HUX,8
299,0,HAN,1
299,0,POE,6
73,3,TECHNICIAN #1,1
3,2,Intro Text,12
144,2,HAN,16
359,1,GENERAL HUX,1
259,5,MAZ,6
137,3,FINN,6
167,1,FINN,6
463,2,C-3PO,5
463,1,C-3PO,1
284,3,GENERAL HUX,5
253,1,MAZ,10
139,4,REY,2
165,4,HAN,3
382,3,LEIA,9
319,3,FINN,1
162,0,HAN,48
173,0,HAN,4
173,2,REY,4
214,2,REY,2
29,5,KYLO REN,10
463,1,POE,29
292,4,STORMTROOPER,1
265,2,MAZ,3
266,2,MAZ,4
156,5,HAN,12
443,0,FINN,1
444,0,REY,4
444,0,ADMIRAL ACKBAR,7
460,0,MEDIC,7
401,0,HAN,12
244,3,HAN,8
244,3,MAZ,4
207,4,FINN,11
232,3,REY,8
232,3,HAN,21
73,3,GENERAL HUX,6
20,4,POE,3
371,2,FINN,10
191,0,HAN,19
126,4,FINN,7
51,2,POE,14
20,3,POE,2
424,0,FINN,19
162,4,REY,3
355,5,SNOKE,2
304,1,FINN,4
238,4,FINN,24
231,5,HAN,12
457,5,SNOKE,1
27,2,REY,3
170,3,HAN,57
354,5,REY,9
355,5,REY,2
406,4,CAPTAIN PHASMA,5
227,5,FINN,6
427,0,REY,4
171,0,REY,10
308,2,C-3PO,14
115,3,FINN,6
5,3,LOR SAN TEKKA,1
339,0,HAN,17
372,3,LEIA,6
342,1,KYLO REN,5
454,5,KYLO REN,7
443,5,HAN,14
182,4,REY,16
430,4,VOBER DAND,13
376,3,ADMIRAL STATURA,6
49,5,FN-2187,1
360,3,SNOKE,12
206,4,REY,5
206,4,HAN,1
370,3,HAN,4
371,3,HAN,2
66,1,POE,5
9,3,POE,3
69,3,POE,1
295,2,FINN,16
439,5,HAN,6
149,2,HAN,7
383,5,POE,18
112,4,REY,6
36,5,REY,24
363,0,REY,6
381,0,HAN,6
69,2,POE,3
392,4,FINN,5
93,4,FINN,2
102,0,FINN,4
148,1,HAN,3
154,1,HAN,14
23,2,FN-2187,23
341,5,KYLO REN,1
372,2,LEIA,3
146,4,HAN,2
85,5,FINN,24
311,4,POE,4
312,4,FINN,12
424,3,HAN,1
147,5,REY,7
183,4,REY,16
73,3,CAPTAIN PHASMA,6
430,5,VOBER DAND,19
158,5,FINN,6
465,3,LEIA,6
93,2,REY,7
275,2,MAZ,2
234,0,REY,74
171,5,REY,6
241,4,FINN,10
242,4,FINN,2
434,5,HAN,5
422,5,ADMIRAL ACKBAR,3
109,5,REY,1
109,5,FINN,2
439,4,KYLO REN,1
303,2,STORMTROOPER #5,7
458,5,REY,1
453,4,NIV LEK,8
284,4,GENERAL HUX,1
181,1,BALA-TIK,2
297,1,STORMTROOPER,1
298,0,STORMTROOPER,19
298,2,STORMTROOPER,1
299,0,STORMTROOPER,12
173,4,FINN,3
139,0,REY,12
233,5,HAN,6
455,4,REY,7
463,4,POE,1
76,4,GENERAL HUX,1
43,3,FN-2187,15
96,4,REY,6
447,3,FINN,4
45,4,POE,11
459,2,MEDIC,1
459,1,MEDIC,1
253,3,REY,1
124,2,FINN,11
47,5,FN-2187,3
45,5,FN-2187,3
46,5,POE,4
415,3,POE,12
187,5,HAN,4
188,5,HAN,2
401,2,GENERAL HUX,1
454,0,STARKILLER TECHNICIAN,24
454,3,GENERAL HUX,1
457,3,GENERAL HUX,3
455,4,YOUNG TECHNICIAN,1
455,0,YOUNG TECHNICIAN,1
119,2,LIEUTENANT MITAKA,8
328,2,LEIA,23
391,2,KYLO REN,7
60,5,POE,3
445,3,OFFICER TABALA ZO,4
67,2,FINN,1
67,5,FINN,2
68,5,FINN,1
393,2,HAN,14
394,2,HAN,18
195,1,REY,1
195,2,BALA-TIK,1
65,5,FINN,10
13,3,KYLO REN,1
422,3,ADMIRAL ACKBAR,4
73,5,GENERAL HUX,3
73,5,CAPTAIN PHASMA,3
274,5,REY,2
274,5,FINN,10
449,3,YOLO ZIFF,6
365,3,REY,4
182,3,REY,6
323,3,LEIA,4
144,3,REY,2
210,5,HAN,12
300,3,POE,10
301,3,POE,2
47,3,FN-2187,4
48,3,POE,1
265,5,HAN,2
192,4,HAN,3
212,2,HAN,15
212,2,FINN,12
234,5,REY,3
368,4,SNAP,1
84,4,REY,3
459,1,SNAP,2
264,0,FINN,4
422,4,ADMIRAL ACKBAR,1
27,4,REY,4
28,4,REY,2
247,5,KYLO REN,30
31,2,POE,2
402,3,FINN,12
443,4,FINN,1
18,4,POE,4
423,5,ADMIRAL ACKBAR,1
423,1,ADMIRAL ACKBAR,1
423,5,OFFICER,7
460,2,C-3PO,3
283,4,REY,1
399,4,FINN,6
455,5,YOUNG TECHNICIAN,1
456,5,YOUNG TECHNICIAN,5
401,3,FIRST ORDER OFFICER,12
100,0,FINN,6
423,4,OFFICER,6
460,0,C-3PO,5
97,3,FINN,8
460,5,C-3PO,6
236,3,HAN,2
93,2,FINN,2
102,1,FINN,8
102,1,REY,1
184,1,BALA-TIK,3
275,2,UNKAR PLUTT,3
460,3,C-3PO,3
37,2,REY,7
342,2,REY,1
424,3,FINN,15
207,1,FINN,24
199,4,GENERAL HUX,6
463,0,LEIA,3
463,0,POE,15
379,2,POE,1
379,2,ADMIRAL ACKBAR,1
379,5,ADMIRAL ACKBAR,1
443,5,KYLO REN,15
232,4,REY,2
237,5,REY,30
122,1,KYLO REN,3
71,2,POE,2
415,4,POE,1
134,2,FINN,6
450,3,POE,2
104,4,REY,5
104,4,UNKAR,4
105,4,UNKAR,1
132,0,FINN,3
441,5,HAN,3
292,5,MAZ,6
168,2,FINN,6
82,5,FINN,5
83,5,FINN,1
404,3,HAN,1
366,4,REY,2
382,4,LEIA,4
407,5,FINN,7
407,5,HAN,5
168,5,HAN,4
399,4,HAN,3
195,5,HAN,6
176,5,TASU LEECH,7
291,5,MAZ,1
115,3,REY,2
149,4,HAN,7
385,2,LEIA,11
264,2,MAZ,2
152,5,REY,1
259,3,MAZ,6
156,4,HAN,11
20,4,STORMTROOPER #1,8
20,4,KYLO REN,2
112,2,REY,1
123,2,FINN,1
114,1,FINN,3
304,3,STORMTROOPER,1
463,3,C-3PO,2
463,3,LEIA,6
9,4,POE,1
21,5,CAPTAIN PHASMA,3
428,4,JESS,4
173,4,BALA-TIK,3
148,2,HAN,1
149,1,HAN,2
154,3,REY,2
163,1,REY,7
163,0,REY,6
163,0,HAN,1
164,0,HAN,9
454,5,GENERAL HUX,1
431,1,C-3PO,14
195,3,BALA-TIK,11
21,5,KYLO REN,4
110,1,REY,1
45,5,POE,7
461,4,C-3PO,3
63,4,KYLO REN,6
429,3,KAYDEL KO CONNIX,2
320,5,LEIA,1
141,2,REY,1
145,0,HAN,2
244,2,HAN,1
355,4,REY,2
410,2,C-3PO,9
411,2,C-3PO,2
411,2,LEIA,3
295,0,MAZ,8
295,0,FINN,12
429,2,KAYDEL KO CONNIX,1
156,4,REY,1
41,5,POE,2
424,1,HAN,2
416,4,POE,4
417,4,POE,21
207,2,FINN,13
423,4,HAN,1
424,4,FINN,1
418,1,POE,1
64,2,FINN,5
181,4,REY,2
136,5,FINN,7
137,5,FINN,1
167,4,FINN,5
177,5,TASU LEECH,2
378,4,MAJOR EMATT,3
63,2,LIEUTENANT MITAKA,2
63,5,LIEUTENANT MITAKA,1
176,3,BALA-TIK,5
462,1,C-3PO,6
368,2,BRANCE,3
79,3,KYLO REN,7
54,1,FN-2187,6
232,0,REY,1
385,3,LEIA,6
5,2,Intro Text,12
385,4,FINN,4
385,4,LEIA,8
365,0,TROOPER GUARD #2,6
37,1,REY,4
242,5,HAN,9
153,3,REY,6
173,2,FINN,1
173,2,BALA-TIK,5
283,3,REY,2
134,1,REY,6
105,4,FINN,12
385,2,FINN,2
146,2,HAN,1
32,4,KYLO REN,5
181,3,REY,6
374,4,C-3PO,1
165,5,HAN,2
80,2,GENERAL HUX,9
168,4,FINN,10
415,2,POE,6
391,3,KYLO REN,6
157,5,REY,11
129,2,FINN,6
145,5,HAN,2
145,5,REY,4
374,5,HAN,7
372,1,LEIA,6
264,1,FINN,4
309,2,C-3PO,6
463,1,LEIA,1
158,5,REY,1
404,2,FINN,2
403,1,CAPTAIN PHASMA,2
264,1,MAZ,2
411,1,ADMIRAL STATURA,1
449,0,JESS,3
301,5,FINN,12
202,5,KYLO REN,4
409,2,HAN,1
209,2,HAN,1
212,3,FINN,4
22,3,CAPTAIN PHASMA,1
22,3,FN-2187,4
279,1,REY,1
50,1,FIRST ORDER COLONEL,6
63,0,LIEUTENANT MITAKA,6
373,3,LEIA,7
185,0,FINN,1
329,2,LEIA,1
63,1,LIEUTENANT MITAKA,6
401,1,GENERAL HUX,1
454,1,NIV LEK,1
230,0,REY,5
22,4,CAPTAIN PHASMA,4
22,4,FN-2187,2
148,3,HAN,1
148,3,FINN,5
434,3,HAN,3
446,3,REY,1
79,3,GENERAL HUX,4
196,3,SNOKE,5
122,2,LIEUTENANT MITAKA,6
394,4,OFFICER,6
409,2,CAPTAIN PHASMA,3
106,4,REY,4
130,1,REY,6
309,0,HAN,1
448,4,FINN,6
448,4,NIV LEK,2
410,3,OFFICER,1
410,2,OFFICER,3
409,4,HAN,1
430,3,KAYDEL KO CONNIX,1
430,3,VOBER DAND,7
455,3,REY,1
402,5,HAN,6
456,3,YOUNG TECHNICIAN,1
456,3,GENERAL HUX,3
13,1,SENIOR TROOPER,2
13,5,KYLO REN,4
458,1,POE,1
30,2,POE,5
125,0,FINN,2
370,5,HAN,2
189,1,REY,1
104,1,REY,4
185,5,FINN,5
381,5,HAN,1
213,3,HAN,1
118,0,FINN,1
443,5,FINN,1
300,4,POE,5
301,4,POE,1
393,3,FINN,1
313,5,POE,1
320,3,LEIA,2
449,3,JESS,1
179,2,TASU LEECH,2
180,2,TASU LEECH,3
390,5,STORMTROOPER,1
173,3,FINN,1
376,2,FINN,2
377,2,FINN,1
377,2,ADMIRAL STATURA,3
414,3,GENERAL HUX,1
179,4,TASU LEECH,1
180,4,TASU LEECH,3
181,4,BALA-TIK,1
198,2,SNOKE,1
37,4,REY,1
157,1,HAN,1
157,0,HAN,1
166,3,REY,12
412,3,REAR ADMIRAL GULCH,5
446,1,FINN,2
446,0,FINN,1
139,3,REY,2
369,0,MAJOR EMATT,1
195,3,REY,1
414,5,GENERAL HUX,2
414,5,COLONEL DATOO,4
39,1,REY,6
364,4,TROOPER GUARD #2,1
176,4,BALA-TIK,5
351,3,REY,3
307,2,C-3PO,6
11,5,POE,1
